Title,Cited by,Link,Abstract
"The travails of union: The American experience and its implications for Europe",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746407742&doi=10.1080%2f00396330412331342486&partnerID=40&md5=3ed5ed3a7d285621f8ea8cbdbf5dbbfe","The early history of the United States makes clear that political unions take shape in incremental fashion and not without setbacks. In these terms, Europe's ongoing integration is proceeding apace and of considerable geopolitical consequence. Europe's mounting geopolitical weight, although contributing to the turmoil that has beset Atlantic relations, need not come at the expense of its link to the United States. On the contrary, the emergence of a more unified and muscular Europe has the potential to salvage a transatlantic alliance that is currently strained to the breaking point."
"Central European between the EU and NATO",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746479850&doi=10.1080%2f00396330412331342496&partnerID=40&md5=3d7e1fb164d3a342f468a65c73c4c95d","European integration has in general proceeded by virtue of 'constructive ambiguity', a combination of open-ended commitments and ambivalent formulations. The current enlargement, which concluded in April and May 2004 with the near-simultaneous entry into NATO and the EU of a group of Central European countries, was quite typical. From now on, however, addressing the issue of the foreseeable borders of the enlarged Union (and NATO too, for that matter) is crucial for shaping a credible, coherent and effective menu for action not only in and around Europe itself, but also - hopefully - in the wider world. The central European newcomers can play a crucial role in this process, especially if they actively contribute to formulating policies that may be broadly acceptable to all EU members."
"The UN's role in nation-building: From the Belgian Congo to Iraq",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144438966&doi=10.1080%2f00396330412331342476&partnerID=40&md5=23dcccc14b65c9bf0afc7700b53fca31","Since the end of the Cold War, the United States and the United Nations have both been heavily engaged in nation-building and have developed their own distinct approaches to the conduct of such missions. In the aftermath of its early and widely publicised failures in Somalia and Yugoslavia, the UN's reputation for competent nationbuilding was seriously damaged, and demand for its services fell off noticeably. More recently, the US reputation for competence in the field has suffered as a result of setbacks in Afghanistan and Iraq. A new study by the RAND corporation indicates that UN-led operations tended to be smaller, shorter, less expensive and, on average, more successful than those led by the United States. This divergence in performance can be explained in part by the greater inherent difficulty of some of the US-led operations, but is also a product of the UN's greater success in learning from experience."
"Iran builds the bomb",18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746456935&doi=10.1080%2f00396330412331342456&partnerID=40&md5=fb8ef822230cbe68c6a533a94c208d8d","The Islamic Republic is immersed in an intense debate regarding the direction of its nuclear programme. What Iran will do is likely to depend on the type of relationship it has with the United States, the emerging security architecture in the Persian Gulf and the evolving nature of its domestic politics. As constituencies and alliances shift, and policies and positions alter within the corridors of clerical power, Washington has an opportunity to influence the direction of Iran's nuclear deliberations before decisive steps are taken in the wrong direction. Through a bilateral arrangement involving mutual concessions from both sides, the US could empower those within the clerical estate calling for nuclear restraint. In dealing with Iran's nuclear crisis, US leadership and active engagement are indispensable."
"America's predicament",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746429580&doi=10.1080%2f00396330412331342436&partnerID=40&md5=5ccfeb6e339a615d96936406aa810e02","America is divided at home and bitterly resented abroad. This is not the position that even a global military hegemon can afford to be in as it confronts terrorist movement with an apocalyptic streak and finds itself in a difficult counter-insurgency battle in Iraq. The re-election of President George W. Bush does not, obviously, offer the kind of fresh start that American allies were hoping for. In the United States itself, the Republicans' convincing electoral win hardly masks the anxiety and recriminations among policy elites and a large minority of the general public. Still, the US and its allies need to find enough common ground to deal realistically with the realities that face them. These include the consequences of a quagmire in Iraq and dire relations with the Islamic world."
"The Broken West",15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33044508104&doi=10.1093%2fsurvival%2f46.3.29&partnerID=40&md5=b1182073a9a4a1b1f3ad6a31fde7736d","Deep political fissures have opened in the West. Contending visions of the future have arisen on each side of the Atlantic. America, driven by its outsize military and economic strength, has developed a unipolar, hegemonic vision of the future. Europe pursues its own self-sustaining union of nation states that points towards a pluralist world order that is multipolar, balanced and multilateral. The future of the West, and perhaps of the world, will depend on whether these two visions can accommodate each other sufficiently to establish a harmonious balance. However, without a more coherent and integrated Europe and a revival of American appreciation for constitutional balance, America's imperial fantasies and Europe's constitutional dreams may well defeat each other."
"Capturing fortress Europe: International collaboration and the joint strike fighter",14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746452172&doi=10.1093%2fsurvival%2f46.3.137&partnerID=40&md5=dba9c4cb70e73c0f3aec547a46a24411",[No abstract available]
"Reassessment: The IISS strategic dossier on Iraq's weapons of mass destruction",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-7444272304&doi=10.1093%2fsurvival%2f46.2.73&partnerID=40&md5=b3a8de326c2da49500639de2a1c95b21","On 9 September 2002 the International Institute for Strategic Studies published Iraq's Weapons of Mass Destruction: A Net Assessment. This IISS 'Strategic Dossier' was widely publicised and cited in the intense debate leading up to the spring 2003 invasion of Iraq. In light of subsequent controversy about the failure to find weapons of mass destruction in Iraq, and to improve the Institute's ability to conduct such exercises in the future, the IISS invited Rolf Ekeus, former Executive Chairman of the UN Special Commission (UNSCOM) for Iraqi disarmament, to undertake an independent assessment of the analysis and conclusions contained in the dossier. In order to ensure the independence of Rolf Ekeus's assessment, neither the IISS Director, John Chipman, who was in overall charge of the IISS Strategic Dossier, nor Gary Samore, its principal editor, have had any involvement in the editorial process leading to the publication of this article."
"Biotechnology and bioterrorism: An unprecedented world",25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-26844441871&doi=10.1080%2f00396330412331343703&partnerID=40&md5=ec4aa4b851fc74c0e4e61d3da94a8f4d",[No abstract available]
"Can North Korea be Engaged?",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744974933&doi=10.1093%2fsurvival%2f46.2.89&partnerID=40&md5=627fcc5b5a60755999be92d796d77a7c","Discussion of North Korea's nuclear programme and what to do about it has become ideological and emotionally charged. Convinced that good policy serving American and allied interests is unlikely to emerge from such a debate, Korea experts Victor Cha and David Kang decided to step back from the histrionics and engage in a reasoned, rational and logical exchange on the nature of the North Korean regime and the policy that should be followed by the United States, Japan, and South Korea. Their debate was published in book form as Nuclear North Korea: A Debate on Engagement Strategies (New York: Columbia University Press, 2003). Survival invited Cha and Kang to continue their debate in these pages."
"China debates missile defence",14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646544434&doi=10.1093%2fsurvival%2f46.2.123&partnerID=40&md5=1fd9dc21555d6c64dd77c31be1842884","China has made a conscious effort to prioritise stable relations with the US and Japan over its long-term concerns about BMD. Many Chinese analysts, backed by sober technological assessments of the prospects for BMD deployment, have concluded that time is on China's side. But this does not imply that China's opposition to missile defences has ceased to exist. Beijing remains wary of US and Japanese intentions, and believes that BMD is aimed at China's containment. The United States and Japan, as they implement long-term plans for missile defence, should be aware that the latent Chinese opposition will be an enduring factor."
"China's eurasian experiment",13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-24144497207&doi=10.1093%2fsurvival%2f46.2.109&partnerID=40&md5=fe8ad73b7a557d1ef7688e8602d62cb2","An unexpected side-effect of the war in Iraq was to ease China's integration into the global mainstream. The US-led war triggered an anti-war 'entente active' of four major powers: France, Germany, Russia and China. For the first time in history, no major geopolitical conflict divides the powers of the Eurasian mainland. Three new strategic links have arisen - the Sino-Russian strategic partnership; the EU 'Common Strategy towards Russia'; and what the EU and China are explicitly describing as 'strategic' cooperation - built with transparency, little fanfare and no declared common enemy. These developments will undermine the unipolar world that the United States is attempting to construct. At the same time, and quite remarkably, China is being drawn into a continental orientation. After years of hesitation, China's grand strategy of 'peaceful rise' has potential to be fulfilled on the Eurasian continent."
"Not such a soft power: The external deployment of European forces",60,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-13144293197&doi=10.1080%2f00396330412331343713&partnerID=40&md5=c38d0216572d0f285bf158ad65d3d342",[No abstract available]
"The end of the neo-conservative moment",59,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-6344240181&doi=10.1093%2fsurvival%2f46.1.7&partnerID=40&md5=3f2e38ab793698e9c7c067ef73771d1c","In the past two years, a set of hard-line, fundamentalist ideas have taken Washington by storm and provided the intellectual rationale for a radical post-11 September reorientation of American foreign policy. But this new fundamentalism has turned into a costly misadventure. As a grand strategic approach to global leadership, it has failed. It is hard to think of another instance in American diplomatic history where a strategic wrong turn has done so much damage to the country's international position - its prestige, credibility, security partnerships and the goodwill of other countries - in such a short time, with so little to show for it. A single-minded American campaign against terrorism and rogue states in which countries are either 'with us or against us' and bullied into support is not leadership but a geostrategic wrecking ball that will destroy America's own half-century old international architecture. Long after the new fundamentalist thinking fades away, American diplomats will be repairing the damaged relations and political disarray it wrought."
"Israel's fence: Can separation make better neighbours?",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746428505&doi=10.1093%2fsurvival%2f46.1.55&partnerID=40&md5=b4fd086d842999e4acf421d0652076cd",[No abstract available]
"Reagan was right: Let's ban ballistic missiles",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-25844483570&doi=10.1093%2fsurvival%2f46.1.117&partnerID=40&md5=91bca964b56204eaac00f7ce3926aead",[No abstract available]
"Iran: From reform to revolution?",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746396667&doi=10.1080%2f00396330412331344146&partnerID=40&md5=a252b976d78de9fa0383d0f1042fe57e",[No abstract available]
"Religion and American foreign policy",14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-14644443406&doi=10.1093%2fsurvival%2f46.1.23&partnerID=40&md5=2a67a81d31b8c1cff8609bf2927bf06d",[No abstract available]
"When is it right to fight?",31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-23744472929&doi=10.1080%2f00396330412331343733&partnerID=40&md5=e9b526be95e371def143a9875a89c707",[No abstract available]
"Capturing fortress Europe: International collaboration and the joint strike fighter",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010629619&doi=10.1080%2f00396330412331343773&partnerID=40&md5=d28355d14d3181aa2e752c8a08f04aa8",[No abstract available]
"What’s in a name? India and America in the twenty-first century",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-17444415517&doi=10.1080%2f00396330412331343763&partnerID=40&md5=c8dd809df95a678c8d5a4598e793e9b5",[No abstract available]
"A sovereign Iraq?",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344469111&doi=10.1080%2f00396330412331343723&partnerID=40&md5=faebff023ac3ad452ec20d33e99cace1",[No abstract available]
"The limits of intelligence: Iraq’s lessons",13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746419682&doi=10.1080%2f00396338.2004.9688605&partnerID=40&md5=0f9fb7f4ae1016f68349879ab2a28265",[No abstract available]
"The UN after Iraq",13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21344435148&doi=10.1080%2f00396330412331343743&partnerID=40&md5=fe386b5f9c0ec581e96aab5ee3d26407",[No abstract available]
"Tactical multilateralism: Coaxing america back to the UN",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21344462947&doi=10.1080%2f00396330412331343753&partnerID=40&md5=b5b161ab4251e3627a6aba1203bb70d0",[No abstract available]
"The European convention and EU foreign policy: Learning from failure",25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3943069511&doi=10.1093%2fsurvival%2f45.3.167&partnerID=40&md5=f0de576048028ff6acb4441f8d1f1ba0","The European Union's handling of the Iraq crisis was a self-inflicted disaster. But the signs are that the Europeans are learning from that failure. A more robust and self-confident EU foreign policy is emerging. The European Convention and its draft Constitution, was an important exercise in self-definition and institutional reform. Many of the proposed reforms - a European Council President, an EU Foreign Minister, a joined-up diplomatic service - should make the EU a more effective international actor. But institutional reforms will have a little effect without a clear sense of purpose. Hence the momentum behind the EU security strategy, sketching out a shared vision on the nature of today's threats and on the appropriate policy responses. The EU's stance on some of the key strategic issues - WMD proliferation, failed states, the rules governing the use of force - will determine whether the EU's new-found assertiveness will endure or degenerate, yet again, into internal divisions and inaction."
"The new great game in Central Asia",38,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942633668&doi=10.1093%2fsurvival%2f45.2.187&partnerID=40&md5=79f4db8f09a994c2539517aa5ca0e383","Greater Central Asia - the region consisting of the five Central Asian states, plus Pakistan, Iran, Turkey, Xinjiang, and Afghanistan - has been strategically transformed. American strategic interests in Central Asia, marginal before the 11 September terrorist attacks, have suddenly become substantial. To continue the campaign against terrorism, the United States retained the Central Asian bases it acquired to destroy the Taliban. Central Asia's authoritarian governments are determined to deepen American involvement - as a safeguard against militant Islam and Russian hegemony. Russia is understandably anxious about the deployment of American troops on its southern periphery. Newly ensconced in a turbulent region, the United States faces the perennial problem of the powerful: preventing engagement from culminating in entrapment."
"Building the new Iraq: The role of intervening forces",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141476360&doi=10.1093%2fsurvival%2f45.2.57&partnerID=40&md5=5d502dc0304d4c875e736ee03739b13c","Occupying Iraq will be more difficult than conquering it. Intervening forces face a gamut of daunting tasks: ensuring order, ending Iraq's weapons-of-mass-destruction programmes, helping Iraqis build a power-sharing system, reforming Iraq's militarv and transforming the regional security enviroment. Even if all goes well,Iraq's many problems will take years to resolve. Coalition forces must prepare to keep a large (and expensive) troop presence in the countrv for many years. Success will require both the careful application of force and diplomacy. Most importantly, Iraqis must play a role to minimise charges of imperialism. Although the burden of occupation is heavy, shirking it will lead to disaster."
"Law and the use of force after Iraq",37,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1642501095&doi=10.1093%2fsurvival%2f45.2.31&partnerID=40&md5=908e9ac7968dabc9d085089729348c94","Hard cases make notoriously bad law, and they also make a bad basis for asserting that there is no law. The US-led war against Iraq, and disagreements about it in the UN Security Council, do not mean that the twentieth-century attempts to subject the use of force to the rule of law have collapsed. In the Iraq crisis, the US and UK asserted a strong legal basis for their resort to force, mamely, existing Security Council resolutions. More generally, both within the Security Council and beyond, a wide variety of grounds for intervention in states has been recognised in international practice. However, attemps to develop doctines of pre-emption and humanitarian intervention have not commanded broad support, since most states still value the non-intervention norm. Disagreements between states on the legitimacy of certain uses of force remain serious and need to be addressed."
"New imperatives for Israeli-Palestinian peace",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942635294&doi=10.1093%2fsurvival%2f45.2.72&partnerID=40&md5=c05df5a3e98f3ae70e4fc91b5cf2335d","The best hope for Israeli-Palestinian peace lies in the 'Road Map', a peace plan put forward by the so-called Quartet, which is composed of the United States, the United Nations, the European Union and Russia. The Road Map calls for a commitment to a two-state solution, not onlv from the parties to the conflict but also from international actors. The key to the success or failure of the new plan lies in the degree of third-party involvement in advancing the implementation of the agreement and in monitoring and verifying it. In practical terms, the Success of this endeavour will depend on constructive and bold US policy. US policy in forcing regime-change in Iraq was riskv; a reversion now to risk-averse realsm with respect to the Israeli-Palestinian conflict would be fatal to the prospects of resolving it."
"Bush, China and human rights",13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842865314&doi=10.1093%2fsurvival%2f45.2.167&partnerID=40&md5=986c789720bb0f3d2a726f0060e125ba","Has Sino-American cooperation after the terrorist attacks of 11 September 2001 resulted in a reduction in the Bush administration's attention to China's human-rights record? The US designated the 'East Turkestan Islamic Movement', operating from Xinjiang, as i terrorist movement, and is said to have overlooked stepped-up Chinese oppression in the province. Washington also failed to sponsor a condemnatory human-rights resolution at the UN in April 2003. However, the administration will find it difficult -for reasons rooted in politics, legislation and values - to downgrade the human- rihts issue. Using rhetoric rather than material sanction, the us continues to press for certain spcific improvements.the us message to china is that, while they already hold some interests in common,it will take a sharing of values to cement the relationship."
"The CIA as Middle East peace broker",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142762242&doi=10.1093%2fsurvival%2f45.2.91&partnerID=40&md5=b0bb555560ab61d2ac0f285858e82e50","Over the past 50 years, the CIA has acted as covert political ficilitator in numerous Middle East policy initiatives. Working covertly and outside traditional diplomatic channels, it used its top-level contacts throughout the region to bring together Israelis and Arabs in key negotiations. Following the 1993 Oslo Accords, the CIA assisted and trained the nascent Palestinian Authority security services, in an attempt to create a viable Palestinian anti-terror force,a cornerstone of the Accords. The collapse of the Oslo process left the CIA as the only effective facilitator in the growing cycle of violence. Although it means risking its traditional intelligence-gathering function, the agency has a role to play in future Israeli-Palestinian security cooperation and in assisting PA reforms."
"The end of Atlanticism",53,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442621139&doi=10.1093%2fsurvival%2f45.2.147&partnerID=40&md5=0a3a54d8ae99a285808af66c649ab2fb","Atlanticism - in which American and European foreign policy centres around the transatlantic alliance - has eiided. Other concerns, both global and locil, and different means for addressing them have now come to the fore. Nothing in the new structure of relations preordains an end to the transatlantic cooperation and parnership -The future course of relations will be determined above all by Americas's policy towards Europe and the Atlantic Alliance. Wise policv can help forge a new, more enduring strategic partnership. through which the two sides of the Atlantic cooperate in meeting the many major challenges and opportunities of our evolving world together. But a policy that takes Europe for granted, that routinely ignores or even belittles European concerns, may force Europe to conclude that the costs of continued alliance outweigh its benefits."
"The UN security Council: Ineffective but indispensable",28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142061877&doi=10.1093%2fsurvival%2f45.2.7&partnerID=40&md5=8ee6151614eec02d59683ba4830cfaad","In the run-up to war, neither key members of the UN Security Council nor senior UN officials did much to discourage the notion that the crisis over Iraq was presenting the Council with its 'moment of truth'. The crisis was shaped, above all, by the prism through which the United States views threats to its own and international security after 11 september 2001. Yet neither those threats, which are real and need to be taken seriously, nor the stormy politics of Iraq at the Security Council in 2002 and 2003, should lead to the conclusion that the UN is destined to become irrelevant. That conclusion rests upon a basic misunderstanding of the UN's role in international peace and security. As the harsh realities of rebuilding Iraq become over more apparent, as the long-term costs of the diplomatic debacle in New York in early 2003 filter through, and as the challenges posed by terrorism and the proliferation of WMD remain, interest-based calculations and principle both point to a return to the UN. This return would be based, hopefully, on a better recognition of the UN's strengths as well as its frequently deplored weaknesses."
"An elective partnership: Salvaging transatlantic relations",26,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442462042&doi=10.1093%2fsurvival%2f45.2.113&partnerID=40&md5=217426a81022c0f1e8cab2555fe2e786","The Iraq was clearly has had a sharply chilling effect on translantic public's regard for one another. Whether the previous sense of solidarity can be restored in the future will depend on the policies that governments on both sides adopt in the crucial months to come.Developing a new, sustainable transatlantic relationship will require a series of deliberate decisions on both sides of the Atlantic - a partnership of choice, not necessity.For the United States, this means avoiding the temptation, offered by our unprecedented strength, to go it alone in pursuit of narrowly defined national interests. For Europe, the new partnership will require a willingness to accept that the United States plays a uniquely valuable role as a leader in i world where power still matters, and that a commitment to a rule-based international order does not obviate the need to act decisively against those who do not share that vision."
"Gulf war: The German resistance",14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2442449128&doi=10.1093%2fsurvival%2f45.1.99&partnerID=40&md5=493ff8b99e658667ebccc679715f4c35","As it became a non-permanent member of the UN Security Council in January 2003, Germany stepped up its opposition to war in Iraq. The stage was set for a repeat of Germany's uncomfortable position during the 1991 Gulf War.At that time, as most of Germany's allies rallied behind Washington. Germany made only financial contributions, and hundreds of thousands of Gremans took to the streets to protest against the war. Yet, since, 1991, Germany had come a long way in its attitudes towards military force. From a policy of complete abstention from military deployments beyond NATO's area (so-called 'out-of-area' missions), Berlin had moved to participation in a range of operations in the Balkans, East Timor and Afghanistan. The new crisis over Iraq threatend to undo this progress. Thus, it is worth examining the limits to, and possibilities of, reunified Germany's willingness to use military force abroad."
"The clash within Islam",22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242707028&doi=10.1093%2fsurvival%2f45.1.25&partnerID=40&md5=af855dbf5007c8a17acc107b097e2c8f","Although radical Islam suffered numerous political defeats in the 1990s,it is still socially and culturally vigorous throughout the Middle East. The retreat of the welfare state in many cash-strapped Arab countries has opened the way for Islamic social organisations to fill the void, creating a new outlet for those critical of secularist elites and frustrated by their lack of political voice. The alternative of liberal Islam, meanwhile, has failed to draw disciples beyond a small minority from the educated classes. The struggle that counts, therefore, is between Islamic radicalism and the authoritarian powers that be."
"Force, Pre-emption and legitimacy",28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142674166&doi=10.1093%2fsurvival%2f45.1.117&partnerID=40&md5=68ee66c4f8f720c0c37f13743c82e78f","Current debates on military force focus on the interrelated questions pf pre-emption and unilateralism. While the US rightly reserves the prerogative to make it own ultimate decisions on the use of force, it will be frequently necessary, invariably helpful and almost always possible. to secure broad international support. That support need not always be in the form of a UN Security Council resolution. As for pre-emption, the realities of WMD are such that the meaningful right to self-defence does not require absorbing a first blow. Indeed, even at early stages of WMD development, the problem with pre-emption is not legality, but operational difficulty."
"The French experience of counter-terrorism",45,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2342657216&doi=10.1093%2fsurvival%2f45.1.67&partnerID=40&md5=460a64821fe15b191a473f7406721143","France has long been on the 'bleeding edge of international terrorism. In the last 20 years in particular, it has suffered repeated waves of both international and domestic terror. As a result, France has developed, largely by costly trial and error, a fairly effective system, for fighting terrorism at home. This system is uniquely French, tailored to France's particular threats, capacities and civic culture. Nonetheless, there are lesson from France's experience for other countries, including the United States. Three stand out: the advantages of a centralised and specialised judicial process; the importance of creating strong, trusting relationships between judicial and intelligence organisations; and the need to understand the interaction between counter-terrorism efforts at home and abroad."
"Intervention, media and human rights",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4043116477&doi=10.1093%2fsurvival%2f45.1.183&partnerID=40&md5=795d32932b79d8b4cd238804bbf36355","While conflict and propaganda have twinned each other throughout history, international peacemaking and peacekeeping interventions are a recent phenomenon. These operations have had to develop a capacity for tackling the problem of media manipulation in societies racked by, or recovering from, massive conflict. These efforts have been conducted for the most part in the dark. There was little organisational awareness of how to react either to the incendiary uses of media in Rwanda before and during the 1994 genocide, or to the systematic manipulation of public opinion in Bosnia after Dayton. International peace operations have often seemed at a loss when facing hostile propaganda emitted by host governments after 'consenting' to deployments on their soil."
"Muslim democrats in Turkey?",22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242668181&doi=10.1093%2fsurvival%2f45.1.45&partnerID=40&md5=cada9a5cf295af3c70f83ed0fc48653b","Turkey has been repeatedly cited as proof that Islam is compatible with democracy and that Muslim countries are not inevitably anti-Western. The landslide electoral victory in November 2002 of the Justice and Development Party (JDP) - which had emerged from an anti-Western, Islamist tradition - renewed a debate abouth both the future of secularism in Turkey and its potential as a model for the rest of the Muslim world. Yet the Turkish version of secularism is sui generis, inseparable from the authoritarian creed of Kemalism. So long as the Kemalist establishment continues to restrict the JDP's room for manoeuvre, it will be difficult to know whether the governing party's avowed enthusiasm for democracy and EU accession is genuine."
"The Korean nuclear crisis",21,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142061917&doi=10.1093%2fsurvival%2f45.1.7&partnerID=40&md5=19746ed576f922f0950524c2eb246e14","As the world focuses on Iraq, North Korea is seeking to expand its nuclear arsenal as quickly as possible. By summer 2003, barring major technical mishaps, North Korea will be able to extract enough plutonium from spent nuclear fuel for up to half a dozen nuclear weapons, to add to its current suspected stockpile of one or possibly two nuclear weapons. Over the next several years, North Korea could comptete facilities capable of producing sufficient plutonium and highly enriched uranium for up to a dozen nuclear weapons annually. Options for dealing with this threat are limited. For now, at least, Washington's basic approach seems to be to ignore and downplay the North Korean threat as much as possible, while focusing its energies on Iraq. Once Iraq is out of the way, Washington will face an even greater challenge in overcoming internal divisions and designing an effective strategy to deal with North Korea, where military and political options are more limited and the adversary is more powerful."
"Order and justice in Iraq",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842523302&doi=10.1080%2f00396330312331343616&partnerID=40&md5=9882ee377426ddb62d000adbd120cbff",[No abstract available]
"Missile defence myopia: Lessons from the iraq war",12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0842277576&doi=10.1080%2f00396330312331343586&partnerID=40&md5=5816cf8662005ec59354712340d42fbf",[No abstract available]
"France, Britain and the Euro-Atlantic crisis",29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142720768&doi=10.1080%2f00396338.2003.9687570&partnerID=40&md5=fa68ba405e98c09c1f335371722e786c",[No abstract available]
"Why a common security and defence policy is bad for Europe",29,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3943109646&doi=10.1080%2f00396338.2003.9687571&partnerID=40&md5=d6efc40cd07e822237993601a8ed15b0",[No abstract available]
"Non-proliferation and the dilemmas of regime change",22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4043105077&doi=10.1080%2f00396330312331343566&partnerID=40&md5=4ece8877c8bade619636a6c1541a01e3",[No abstract available]
"America’s role in nation-building: From Germany to Iraq",27,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3142734206&doi=10.1080%2f00396330312331343596&partnerID=40&md5=03ee8355a59c1843e048e20992bbb614",[No abstract available]
"US interests and the fate of the alliance",14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3943081443&doi=10.1080%2f00396338.2003.9687572&partnerID=40&md5=db51f158deb095d2bed5113bdd0b86cc",[No abstract available]
"Africa’s Growing Strategic Resonance",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3943067825&doi=10.1080%2f00396330312331343626&partnerID=40&md5=b3d9560bf3c23b3328f8517d6f2f4044",[No abstract available]
"From preemption to engagement",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-3943060265&doi=10.1080%2f00396330312331343576&partnerID=40&md5=6da5c14d747e09a965fbee4e0b09e33e",[No abstract available]
"Democracy and ethno-religious conflict in Iraq",52,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142849846&doi=10.1080%2f00396330312331343606&partnerID=40&md5=030a0fdd752eb592320902e5e5cb20f4",[No abstract available]
"One year after: A grand strategy for the west?",13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040074754&doi=10.1093%2fsurvival%2f44.4.135&partnerID=40&md5=b0569755cb853d8e311ee3bdd2590199","In September 2002, one year after the terrorist calamities in New York and Washington, the IISS convened its first 'Global Strategic Review' in London. For the meeting's concluding panel, three eminent analysts were asked to assess the prospects for forging a Western 'grand strategy' against terrorism and other threats in the new international environment. The panel focused on the nature of US foreign policy and how allies respond to it, and how the US deals with its allies."
"After Saddam",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040074758&doi=10.1093%2fsurvival%2f44.4.22&partnerID=40&md5=789291b9304f7d7e5943961af72a93c9","If Saddam Hussein is overthrown by an internal coup, his regime could be succeeded by something similar, albeit with softer edges. A US-led invasion, however, could cause the United States to embark on an ambitious plan for 'state reconstruction'. In doing so, the stamina of the United States will be severely tested by the resistance of the 'shadow state', the lure of communal politics, the indispensability of the security forces and the temptations of massive oil revenues. Faced by regional states determined to play a 'spoiler' role, the United States may reduce its exposure and accept much of the status quo in Iraq. Saddam would have gone, but the Iraqis would be left a government little more representative than they have at present."
"The threat within: Deregulation and energy security",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040670058&doi=10.1093%2fsurvival%2f44.3.105&partnerID=40&md5=1f65cd6293589d6759dbf232dc778ec9","Energy security has traditionally been understood in terms of import dependence on foreign oil, and the threats to supply from war, instability or political embargos mounted by foreign suppliers. But there is also a risk closer to home. The move towards liberalised energy markets in Europe, the US and, to some extent, Asia could undermine both the long-term contracts which have underpinned the funding of big, long-distance gas pipelines, and the building of new nuclear power plants and renewable energy generators. Both are needed to meet the growing environmental requirement for carbon-free energy. Liberalisation does not, or should not, mean an end to all regulation by governments. The latter still have a role in setting the energy mix of their economies, maintaining and extending energy networks and grids, and ensuring adequate energy reserves. Governments need to take account of the impact that deregulation may have, particularly in Europe, on gas stocks at home and on price margins of producers abroad."
